Country,Sector,Type,Year,Pollution
Germany,Fuel combustion in transport,Methane (CO2 equivalent),2005,160314.19
Denmark,Fuel combustion in transport,Methane (CO2 equivalent),2005,13449.12
Estonia,Fuel combustion in transport,Methane (CO2 equivalent),2005,2109.94
Greece,Fuel combustion in transport,Methane (CO2 equivalent),2005,21375.01
Spain,Fuel combustion in transport,Methane (CO2 equivalent),2005,101470.91
European Union - 27 countries (from 2020),Fuel combustion in transport,Methane (CO2 equivalent),2005,837585.23
European Union - 28 countries (2013-2020),Fuel combustion in transport,Methane (CO2 equivalent),2005,968290.17
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Methane (CO2 equivalent),2005,970074.76
Finland,Fuel combustion in transport,Methane (CO2 equivalent),2005,12784.02
France,Fuel combustion in transport,Methane (CO2 equivalent),2005,140469.35
Croatia,Fuel combustion in transport,Methane (CO2 equivalent),2005,5467.69
Hungary,Fuel combustion in transport,Methane (CO2 equivalent),2005,11905.41
Ireland,Fuel combustion in transport,Methane (CO2 equivalent),2005,12922.66
Iceland,Fuel combustion in transport,Methane (CO2 equivalent),2005,799.34
Italy,Fuel combustion in transport,Methane (CO2 equivalent),2005,126616.29
Lithuania,Fuel combustion in transport,Methane (CO2 equivalent),2005,4112.56
Luxembourg,Fuel combustion in transport,Methane (CO2 equivalent),2005,7151.73
Latvia,Fuel combustion in transport,Methane (CO2 equivalent),2005,3047.15
Malta,Fuel combustion in transport,Methane (CO2 equivalent),2005,520.34
Netherlands,Fuel combustion in transport,Methane (CO2 equivalent),2005,35096.45
Norway,Fuel combustion in transport,Methane (CO2 equivalent),2005,13335.13
Poland,Fuel combustion in transport,Methane (CO2 equivalent),2005,35628.81
Portugal,Fuel combustion in transport,Methane (CO2 equivalent),2005,19694.65
Romania,Fuel combustion in transport,Methane (CO2 equivalent),2005,12360.92
Sweden,Fuel combustion in transport,Methane (CO2 equivalent),2005,21011.9
Slovenia,Fuel combustion in transport,Methane (CO2 equivalent),2005,4339.27
Slovakia,Fuel combustion in transport,Methane (CO2 equivalent),2005,7600.06
Turkey,Fuel combustion in transport,Methane (CO2 equivalent),2005,41043.83
United Kingdom,Fuel combustion in transport,Methane (CO2 equivalent),2005,130704.95
Austria,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1006.52
Belgium,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,2460.13
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,839.84
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,744.96
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,88.96
Czechia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1302.39
Germany,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,5606.82
Denmark,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,2294.16
Estonia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,234.08
Greece,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,2704.74
Spain,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,11094.2
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,79408.23
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,84642.83
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,85603.65
Finland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1615.27
France,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,11902.86
Croatia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,691.64
Hungary,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1238.79
Ireland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1005.27
Iceland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,738.73
Italy,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,8458.74
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,199.22
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,24.64
Latvia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,377.93
Malta,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,25.28
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,9320.0
Norway,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1172.84
Poland,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,12861.46
Portugal,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1302.98
Romania,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,470.86
Sweden,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,1623.33
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,233.26
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,424.86
Turkey,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,9094.83
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Methane (CO2 equivalent),2005,5234.6
Austria,Agriculture,Methane (CO2 equivalent),2005,85.41
Belgium,Agriculture,Methane (CO2 equivalent),2005,165.3
Bulgaria,Agriculture,Methane (CO2 equivalent),2005,18.32
Switzerland,Agriculture,Methane (CO2 equivalent),2005,42.16
Cyprus,Agriculture,Methane (CO2 equivalent),2005,0.97
Czechia,Agriculture,Methane (CO2 equivalent),2005,210.94
Germany,Agriculture,Methane (CO2 equivalent),2005,2377.53
Denmark,Agriculture,Methane (CO2 equivalent),2005,221.79
Estonia,Agriculture,Methane (CO2 equivalent),2005,8.63
Greece,Agriculture,Methane (CO2 equivalent),2005,31.91
Spain,Agriculture,Methane (CO2 equivalent),2005,416.79
European Union - 27 countries (from 2020),Agriculture,Methane (CO2 equivalent),2005,8996.48
European Union - 28 countries (2013-2020),Agriculture,Methane (CO2 equivalent),2005,10563.68
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Methane (CO2 equivalent),2005,10571.04
Finland,Agriculture,Methane (CO2 equivalent),2005,291.0
France,Agriculture,Methane (CO2 equivalent),2005,1965.04
Croatia,Agriculture,Methane (CO2 equivalent),2005,85.46
Hungary,Agriculture,Methane (CO2 equivalent),2005,142.26
Ireland,Agriculture,Methane (CO2 equivalent),2005,327.55
Iceland,Agriculture,Methane (CO2 equivalent),2005,4.21
Italy,Agriculture,Methane (CO2 equivalent),2005,563.74
Lithuania,Agriculture,Methane (CO2 equivalent),2005,38.46
Luxembourg,Agriculture,Methane (CO2 equivalent),2005,8.51
Latvia,Agriculture,Methane (CO2 equivalent),2005,2.94
Netherlands,Agriculture,Methane (CO2 equivalent),2005,83.02
Norway,Agriculture,Methane (CO2 equivalent),2005,109.28
Poland,Agriculture,Methane (CO2 equivalent),2005,1591.35
Portugal,Agriculture,Methane (CO2 equivalent),2005,41.97
Romania,Agriculture,Methane (CO2 equivalent),2005,138.54
Sweden,Agriculture,Methane (CO2 equivalent),2005,116.5
Slovenia,Agriculture,Methane (CO2 equivalent),2005,29.07
Slovakia,Agriculture,Methane (CO2 equivalent),2005,33.48
Turkey,Agriculture,Methane (CO2 equivalent),2005,613.16
United Kingdom,Agriculture,Methane (CO2 equivalent),2005,1567.2
Austria,Total,Methane (CO2 equivalent),2005,68103.92
Belgium,Total,Methane (CO2 equivalent),2005,123384.05
Bulgaria,Total,Methane (CO2 equivalent),2005,34136.72
Switzerland,Total,Methane (CO2 equivalent),2005,43020.07
Cyprus,Total,Methane (CO2 equivalent),2005,7663.21
Czechia,Total,Methane (CO2 equivalent),2005,118600.16
Germany,Total,Methane (CO2 equivalent),2005,863714.56
Denmark,Total,Methane (CO2 equivalent),2005,56267.75
Estonia,Total,Methane (CO2 equivalent),2005,15653.14
Greece,Total,Methane (CO2 equivalent),2005,110622.76
Spain,Total,Methane (CO2 equivalent),2005,330450.7
European Union - 27 countries (from 2020),Total,Methane (CO2 equivalent),2005,3416068.19
European Union - 28 countries (2013-2020),Total,Methane (CO2 equivalent),2005,3984708.01
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Methane (CO2 equivalent),2005,3995984.93
Finland,Total,Methane (CO2 equivalent),2005,33267.96
France,Total,Methane (CO2 equivalent),2005,375477.3
Croatia,Total,Methane (CO2 equivalent),2005,15468.89
Hungary,Total,Methane (CO2 equivalent),2005,54377.4
Ireland,Total,Methane (CO2 equivalent),2005,53398.55
Iceland,Total,Methane (CO2 equivalent),2005,8775.7
Italy,Total,Methane (CO2 equivalent),2005,466264.5
Lithuania,Total,Methane (CO2 equivalent),2005,9626.42
Luxembourg,Total,Methane (CO2 equivalent),2005,11446.95
Latvia,Total,Methane (CO2 equivalent),2005,914.15
Malta,Total,Methane (CO2 equivalent),2005,2659.41
Netherlands,Total,Methane (CO2 equivalent),2005,182482.97
Norway,Total,Methane (CO2 equivalent),2005,22355.87
Poland,Total,Methane (CO2 equivalent),2005,272170.08
Portugal,Total,Methane (CO2 equivalent),2005,71280.87
Romania,Total,Methane (CO2 equivalent),2005,72272.85
Sweden,Total,Methane (CO2 equivalent),2005,19811.98
Slovenia,Total,Methane (CO2 equivalent),2005,9472.47
Slovakia,Total,Methane (CO2 equivalent),2005,37078.45
Turkey,Total,Methane (CO2 equivalent),2005,189496.56
United Kingdom,Total,Methane (CO2 equivalent),2005,568639.82
Austria,Fuel combustion in transport,Greenhouse gases,2005,24943.63
Belgium,Fuel combustion in transport,Greenhouse gases,2005,26758.59
Bulgaria,Fuel combustion in transport,Greenhouse gases,2005,7878.59
Switzerland,Fuel combustion in transport,Greenhouse gases,2005,15858.2
Cyprus,Fuel combustion in transport,Greenhouse gases,2005,2121.61
Czechia,Fuel combustion in transport,Greenhouse gases,2005,17343.33
Germany,Fuel combustion in transport,Greenhouse gases,2005,161697.52
Denmark,Fuel combustion in transport,Greenhouse gases,2005,13596.45
Estonia,Fuel combustion in transport,Greenhouse gases,2005,2154.61
Greece,Fuel combustion in transport,Greenhouse gases,2005,21891.95
Spain,Fuel combustion in transport,Greenhouse gases,2005,102565.96
European Union - 27 countries (from 2020),Fuel combustion in transport,Greenhouse gases,2005,847674.42
European Union - 28 countries (2013-2020),Fuel combustion in transport,Greenhouse gases,2005,980015.67
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Fuel combustion in transport,Greenhouse gases,2005,981828.19
Finland,Fuel combustion in transport,Greenhouse gases,2005,12918.14
France,Fuel combustion in transport,Greenhouse gases,2005,142239.4
Croatia,Fuel combustion in transport,Greenhouse gases,2005,5561.08
Hungary,Fuel combustion in transport,Greenhouse gases,2005,12093.77
Ireland,Fuel combustion in transport,Greenhouse gases,2005,13147.97
Iceland,Fuel combustion in transport,Greenhouse gases,2005,816.07
Italy,Fuel combustion in transport,Greenhouse gases,2005,128259.64
Lithuania,Fuel combustion in transport,Greenhouse gases,2005,4200.84
Luxembourg,Fuel combustion in transport,Greenhouse gases,2005,7187.1
Latvia,Fuel combustion in transport,Greenhouse gases,2005,3113.19
Malta,Fuel combustion in transport,Greenhouse gases,2005,528.25
Netherlands,Fuel combustion in transport,Greenhouse gases,2005,35432.9
Norway,Fuel combustion in transport,Greenhouse gases,2005,13481.75
Poland,Fuel combustion in transport,Greenhouse gases,2005,36199.51
Portugal,Fuel combustion in transport,Greenhouse gases,2005,19963.84
Romania,Fuel combustion in transport,Greenhouse gases,2005,12580.64
Sweden,Fuel combustion in transport,Greenhouse gases,2005,21191.46
Slovenia,Fuel combustion in transport,Greenhouse gases,2005,4406.82
Slovakia,Fuel combustion in transport,Greenhouse gases,2005,7697.61
Turkey,Fuel combustion in transport,Greenhouse gases,2005,42041.16
United Kingdom,Fuel combustion in transport,Greenhouse gases,2005,132341.25
Austria,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1147.28
Belgium,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,2509.12
Bulgaria,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,922.33
Switzerland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,755.84
Cyprus,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,89.5
Czechia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1338.05
Germany,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,5705.32
Denmark,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,2374.29
Estonia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,261.46
Greece,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,3004.5
Spain,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,11223.66
European Union - 27 countries (from 2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,84362.96
European Union - 28 countries (2013-2020),"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,89668.12
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,90639.95
Finland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1635.2
France,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,12934.27
Croatia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,764.59
Hungary,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1254.7
Ireland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1098.57
Iceland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,746.37
Italy,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,9273.54
Lithuania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,213.65
Luxembourg,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,27.13
Latvia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,412.18
Malta,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,25.43
Netherlands,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,9616.27
Norway,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1184.87
Poland,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,14277.56
Portugal,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1367.34
Romania,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,515.42
Sweden,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,1654.08
Slovenia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,259.38
Slovakia,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,458.16
Turkey,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,10180.32
United Kingdom,"Fuel combustion in agriculture, forestry and fishing",Greenhouse gases,2005,5305.15
Austria,Refrigeration and air conditioning,Greenhouse gases,2005,868.84
Belgium,Refrigeration and air conditioning,Greenhouse gases,2005,1579.7
Bulgaria,Refrigeration and air conditioning,Greenhouse gases,2005,181.76
Switzerland,Refrigeration and air conditioning,Greenhouse gases,2005,934.47
Cyprus,Refrigeration and air conditioning,Greenhouse gases,2005,136.95
Czechia,Refrigeration and air conditioning,Greenhouse gases,2005,1032.87
Germany,Refrigeration and air conditioning,Greenhouse gases,2005,7075.35
Denmark,Refrigeration and air conditioning,Greenhouse gases,2005,773.78
Estonia,Refrigeration and air conditioning,Greenhouse gases,2005,88.87
Greece,Refrigeration and air conditioning,Greenhouse gases,2005,2235.03
Spain,Refrigeration and air conditioning,Greenhouse gases,2005,9903.72
European Union - 27 countries (from 2020),Refrigeration and air conditioning,Greenhouse gases,2005,49148.95
European Union - 28 countries (2013-2020),Refrigeration and air conditioning,Greenhouse gases,2005,54498.33
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning,Greenhouse gases,2005,54606.68
Finland,Refrigeration and air conditioning,Greenhouse gases,2005,1065.92
France,Refrigeration and air conditioning,Greenhouse gases,2005,9428.31
Croatia,Refrigeration and air conditioning,Greenhouse gases,2005,255.42
Hungary,Refrigeration and air conditioning,Greenhouse gases,2005,523.41
Ireland,Refrigeration and air conditioning,Greenhouse gases,2005,694.1
Iceland,Refrigeration and air conditioning,Greenhouse gases,2005,54.75
Italy,Refrigeration and air conditioning,Greenhouse gases,2005,6222.16
Lithuania,Refrigeration and air conditioning,Greenhouse gases,2005,80.83
Luxembourg,Refrigeration and air conditioning,Greenhouse gases,2005,35.47
Latvia,Refrigeration and air conditioning,Greenhouse gases,2005,99.38
Malta,Refrigeration and air conditioning,Greenhouse gases,2005,36.84
Netherlands,Refrigeration and air conditioning,Greenhouse gases,2005,928.94
Norway,Refrigeration and air conditioning,Greenhouse gases,2005,515.73
Poland,Refrigeration and air conditioning,Greenhouse gases,2005,3167.43
Portugal,Refrigeration and air conditioning,Greenhouse gases,2005,980.02
Romania,Refrigeration and air conditioning,Greenhouse gases,2005,362.36
Sweden,Refrigeration and air conditioning,Greenhouse gases,2005,987.28
Slovenia,Refrigeration and air conditioning,Greenhouse gases,2005,137.23
Slovakia,Refrigeration and air conditioning,Greenhouse gases,2005,266.95
United Kingdom,Refrigeration and air conditioning,Greenhouse gases,2005,5349.38
Austria,Agriculture,Greenhouse gases,2005,7016.63
Belgium,Agriculture,Greenhouse gases,2005,9759.92
Bulgaria,Agriculture,Greenhouse gases,2005,5010.47
Switzerland,Agriculture,Greenhouse gases,2005,5981.62
Cyprus,Agriculture,Greenhouse gases,2005,532.83
Czechia,Agriculture,Greenhouse gases,2005,8251.15
Germany,Agriculture,Greenhouse gases,2005,63319.2
Denmark,Agriculture,Greenhouse gases,2005,11194.89
Estonia,Agriculture,Greenhouse gases,2005,1178.7
Greece,Agriculture,Greenhouse gases,2005,8936.41
Spain,Agriculture,Greenhouse gases,2005,38692.78
European Union - 27 countries (from 2020),Agriculture,Greenhouse gases,2005,392805.04
European Union - 28 countries (2013-2020),Agriculture,Greenhouse gases,2005,436505.36
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Agriculture,Greenhouse gases,2005,437456.3
Finland,Agriculture,Greenhouse gases,2005,6528.83
France,Agriculture,Greenhouse gases,2005,76578.85
Croatia,Agriculture,Greenhouse gases,2005,3277.04
Hungary,Agriculture,Greenhouse gases,2005,6136.71
Ireland,Agriculture,Greenhouse gases,2005,19292.84
Iceland,Agriculture,Greenhouse gases,2005,603.35
Italy,Agriculture,Greenhouse gases,2005,32334.89
Lithuania,Agriculture,Greenhouse gases,2005,4056.44
Luxembourg,Agriculture,Greenhouse gases,2005,646.51
Latvia,Agriculture,Greenhouse gases,2005,1793.8
Malta,Agriculture,Greenhouse gases,2005,91.51
Netherlands,Agriculture,Greenhouse gases,2005,17686.87
Norway,Agriculture,Greenhouse gases,2005,4535.29
Poland,Agriculture,Greenhouse gases,2005,31922.75
Portugal,Agriculture,Greenhouse gases,2005,6688.87
Romania,Agriculture,Greenhouse gases,2005,20489.49
Sweden,Agriculture,Greenhouse gases,2005,7045.91
Slovenia,Agriculture,Greenhouse gases,2005,1713.82
Slovakia,Agriculture,Greenhouse gases,2005,2626.93
Turkey,Agriculture,Greenhouse gases,2005,42439.07
United Kingdom,Agriculture,Greenhouse gases,2005,43700.32
Austria,Total,Greenhouse gases,2005,81314.17
Belgium,Total,Greenhouse gases,2005,143376.29
Bulgaria,Total,Greenhouse gases,2005,46394.61
Switzerland,Total,Greenhouse gases,2005,52638.58
Cyprus,Total,Greenhouse gases,2005,8913.7
Czechia,Total,Greenhouse gases,2005,140735.43
Germany,Total,Greenhouse gases,2005,992515.09
Denmark,Total,Greenhouse gases,2005,71113.1
Estonia,Total,Greenhouse gases,2005,18096.99
Greece,Total,Greenhouse gases,2005,133140.78
Spain,Total,Greenhouse gases,2005,403693.9
European Union - 27 countries (from 2020),Total,Greenhouse gases,2005,4232066.37
European Union - 28 countries (2013-2020),Total,Greenhouse gases,2005,4926581.65
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total,Greenhouse gases,2005,4942940.5
Finland,Total,Greenhouse gases,2005,49405.5
France,Total,Greenhouse gases,2005,506535.3
Croatia,Total,Greenhouse gases,2005,21924.21
Hungary,Total,Greenhouse gases,2005,70907.91
Ireland,Total,Greenhouse gases,2005,76248.52
Iceland,Total,Greenhouse gases,2005,13256.19
Italy,Total,Greenhouse gases,2005,554034.34
Lithuania,Total,Greenhouse gases,2005,18336.73
Luxembourg,Total,Greenhouse gases,2005,12384.4
Latvia,Total,Greenhouse gases,2005,5125.86
Malta,Total,Greenhouse gases,2005,2990.98
Netherlands,Total,Greenhouse gases,2005,218205.23
Norway,Total,Greenhouse gases,2005,34237.37
Poland,Total,Greenhouse gases,2005,355129.1
Portugal,Total,Greenhouse gases,2005,88689.13
Romania,Total,Greenhouse gases,2005,120763.72
Sweden,Total,Greenhouse gases,2005,34327.68
Slovenia,Total,Greenhouse gases,2005,13055.52
Slovakia,Total,Greenhouse gases,2005,44708.19
Turkey,Total,Greenhouse gases,2005,262686.78
United Kingdom,Total,Greenhouse gases,2005,694515.28
Austria,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,868.84
Belgium,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,1576.95
Bulgaria,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,181.76
Switzerland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,924.95
Cyprus,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,136.95
Czechia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,1023.51
Germany,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,6941.26
Denmark,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,755.01
Estonia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,88.87
Greece,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,2196.39
Spain,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,9903.43
European Union - 27 countries (from 2020),Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,48931.06
European Union - 28 countries (2013-2020),Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,54280.44
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,54388.79
Finland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,1063.43
France,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,9428.31
Croatia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,255.42
Hungary,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,520.67
Ireland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,694.1
Iceland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,54.75
Italy,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,6222.16
Lithuania,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,80.83
Luxembourg,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,35.47
Latvia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,99.38
Malta,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,36.84
Netherlands,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,928.94
Norway,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,515.73
Poland,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,3167.43
Portugal,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,976.72
Romania,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,362.36
Sweden,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,981.82
Slovenia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,137.23
Slovakia,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,266.95
United Kingdom,Refrigeration and air conditioning, Hydrofluorocarbones (CO2 equivalent),2005,5349.38
Austria,Total, Hydrofluorocarbones (CO2 equivalent),2005,1078.62
Belgium,Total, Hydrofluorocarbones (CO2 equivalent),2005,2546.45
Bulgaria,Total, Hydrofluorocarbones (CO2 equivalent),2005,195.16
Switzerland,Total, Hydrofluorocarbones (CO2 equivalent),2005,1049.63
Cyprus,Total, Hydrofluorocarbones (CO2 equivalent),2005,144.4
Czechia,Total, Hydrofluorocarbones (CO2 equivalent),2005,1074.99
Germany,Total, Hydrofluorocarbones (CO2 equivalent),2005,9009.55
Denmark,Total, Hydrofluorocarbones (CO2 equivalent),2005,908.52
Estonia,Total, Hydrofluorocarbones (CO2 equivalent),2005,134.96
Greece,Total, Hydrofluorocarbones (CO2 equivalent),2005,5078.03
Spain,Total, Hydrofluorocarbones (CO2 equivalent),2005,11752.2
European Union - 27 countries (from 2020),Total, Hydrofluorocarbones (CO2 equivalent),2005,64043.99
European Union - 28 countries (2013-2020),Total, Hydrofluorocarbones (CO2 equivalent),2005,73109.82
European Union - 28 countries (2013-2020) and Iceland under the Kyoto Protocol,Total, Hydrofluorocarbones (CO2 equivalent),2005,73233.86
Finland,Total, Hydrofluorocarbones (CO2 equivalent),2005,1157.77
France,Total, Hydrofluorocarbones (CO2 equivalent),2005,13050.33
Croatia,Total, Hydrofluorocarbones (CO2 equivalent),2005,266.74
Hungary,Total, Hydrofluorocarbones (CO2 equivalent),2005,753.85
Ireland,Total, Hydrofluorocarbones (CO2 equivalent),2005,855.54
Iceland,Total, Hydrofluorocarbones (CO2 equivalent),2005,55.56
Italy,Total, Hydrofluorocarbones (CO2 equivalent),2005,7616.98
Lithuania,Total, Hydrofluorocarbones (CO2 equivalent),2005,88.84
Luxembourg,Total, Hydrofluorocarbones (CO2 equivalent),2005,40.47
Latvia,Total, Hydrofluorocarbones (CO2 equivalent),2005,105.2
Malta,Total, Hydrofluorocarbones (CO2 equivalent),2005,42.21
Netherlands,Total, Hydrofluorocarbones (CO2 equivalent),2005,1374.01
Norway,Total, Hydrofluorocarbones (CO2 equivalent),2005,549.27
Poland,Total, Hydrofluorocarbones (CO2 equivalent),2005,3795.48
Portugal,Total, Hydrofluorocarbones (CO2 equivalent),2005,1052.83
Romania,Total, Hydrofluorocarbones (CO2 equivalent),2005,372.47
Sweden,Total, Hydrofluorocarbones (CO2 equivalent),2005,1110.2
Slovenia,Total, Hydrofluorocarbones (CO2 equivalent),2005,145.2
Slovakia,Total, Hydrofluorocarbones (CO2 equivalent),2005,292.99
Turkey,Total, Hydrofluorocarbones (CO2 equivalent),2005,1146.88
United Kingdom,Total, Hydrofluorocarbones (CO2 equivalent),2005,9065.84
Denmark,Refrigeration and air conditioning,Hydrofluorocarbones and perfluorocarbones -,2005,0.0
